sender,recipient,share,power1,order_type,power2stance of recipient
ITALY,RUSSIA,0,ITALY,support,ITALY,neutral
ITALY,RUSSIA,1,ITALY,attack,AUSTRIA,neutral
ITALY,RUSSIA,1,ITALY,attack,TURKEY,neutral
ITALY,TURKEY,0,ITALY,support,ITALY,enemy
ITALY,TURKEY,0,ITALY,support,ITALY,enemy
ITALY,TURKEY,0,ITALY,attack,AUSTRIA,enemy
ITALY,TURKEY,0,ITALY,attack,TURKEY,enemy
ITALY,AUSTRIA,0,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,support,ITALY,enemy
ITALY,AUSTRIA,0,ITALY,attack,AUSTRIA,enemy
ITALY,AUSTRIA,0,ITALY,move,,enemy
ITALY,ENGLAND,1,ITALY,move,,neutral
ITALY,ENGLAND,0,ITALY,support,ITALY,neutral
ITALY,ENGLAND,1,ITALY,attack,AUSTRIA,neutral
ITALY,ENGLAND,0,ITALY,move,,neutral
ITALY,FRANCE,1,ITALY,move,,neutral
ITALY,FRANCE,1,ITALY,support,ITALY,neutral
ITALY,FRANCE,1,ITALY,attack,AUSTRIA,neutral
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,support,ITALY,neutral
ITALY,GERMANY,1,ITALY,attack,AUSTRIA,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,RUSSIA,1,ITALY,move,,neutral
ITALY,RUSSIA,0,ITALY,support,ITALY,neutral
ITALY,RUSSIA,0,ITALY,attack,AUSTRIA,neutral
ITALY,RUSSIA,1,ITALY,move,,neutral
ITALY,TURKEY,1,ITALY,move,,enemy
ITALY,TURKEY,1,ITALY,support,ITALY,enemy
ITALY,TURKEY,0,ITALY,attack,AUSTRIA,enemy
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,support,TURKEY,enemy
ITALY,AUSTRIA,0,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,ENGLAND,1,ITALY,move,,neutral
ITALY,ENGLAND,0,ITALY,attack,AUSTRIA,neutral
ITALY,ENGLAND,0,ITALY,support,ITALY,neutral
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,FRANCE,0,ITALY,attack,AUSTRIA,neutral
ITALY,FRANCE,0,ITALY,support,ITALY,neutral
ITALY,GERMANY,1,ITALY,support,TURKEY,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,TURKEY,1,ITALY,attack,AUSTRIA,enemy
ITALY,TURKEY,1,ITALY,support,ITALY,enemy
ITALY,AUSTRIA,1,ITALY,support,ITALY,enemy
ITALY,AUSTRIA,1,ITALY,support,ITALY,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,ENGLAND,0,ITALY,support,ITALY,neutral
ITALY,ENGLAND,0,ITALY,support,ITALY,neutral
ITALY,ENGLAND,1,ITALY,move,,neutral
ITALY,FRANCE,1,ITALY,support,ITALY,neutral
ITALY,FRANCE,1,ITALY,support,ITALY,neutral
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,support,ITALY,neutral
ITALY,GERMANY,1,ITALY,support,ITALY,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,TURKEY,1,ITALY,support,ITALY,enemy
ITALY,TURKEY,1,ITALY,support,ITALY,enemy
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,AUSTRIA,0,ITALY,support,ITALY,enemy
ITALY,AUSTRIA,1,ITALY,support,ITALY,enemy
ITALY,AUSTRIA,1,ITALY,attack,TURKEY,enemy
ITALY,FRANCE,0,ITALY,support,ITALY,neutral
ITALY,FRANCE,0,ITALY,support,ITALY,neutral
ITALY,FRANCE,0,ITALY,attack,TURKEY,neutral
ITALY,GERMANY,0,ITALY,support,ITALY,neutral
ITALY,GERMANY,1,ITALY,support,ITALY,neutral
ITALY,GERMANY,0,ITALY,attack,TURKEY,neutral
ITALY,TURKEY,0,ITALY,support,ITALY,enemy
ITALY,TURKEY,0,ITALY,support,ITALY,enemy
ITALY,TURKEY,0,ITALY,attack,TURKEY,enemy
ITALY,AUSTRIA,1,ITALY,support,ITALY,enemy
ITALY,AUSTRIA,0,ITALY,move,,enemy
ITALY,AUSTRIA,0,ITALY,move,,enemy
ITALY,FRANCE,1,ITALY,support,ITALY,neutral
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,support,ITALY,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,TURKEY,1,ITALY,support,ITALY,enemy
ITALY,TURKEY,1,ITALY,move,,enemy
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,FRANCE,1,ITALY,move,,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,TURKEY,1,ITALY,move,,enemy
ITALY,AUSTRIA,0,ITALY,move,,enemy
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,TURKEY,1,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,TURKEY,1,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,AUSTRIA,0,ITALY,move,,enemy
ITALY,FRANCE,1,ITALY,move,,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,enemy
ITALY,AUSTRIA,1,ITALY,move,,enemy
ITALY,FRANCE,1,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,enemy
